"Name","Type","Latitude","Longitude","Address"
"Panchamukhi Specialityu Hospital","hospital","12.9957177","77.5031644","# 1/3, Heggenanalli Main Road, Opposite Ganesh Temple, Near Peenya 2nd Stage, , Last Bus Stop"
"Sri Lakshmi Multi Speciality Hospital","hospital","12.9881868","77.5087273","No. 127/1, Sri Gandhanda Kaval, Sunkadakatte, Viswaneedam Post, Magadi Main Road"
"K C Raju Multi Speciality Hospital","hospital","13.0090828","77.6235594","Hennur Main Road Opposite Srirama Temple"
"Ring Road Hospital","hospital","12.9278657","77.5519297","#129, 1 Main Road, Kattriguppe, Banashankari Iii Stage"
"Vasan Eye Care Hospital, Bannergatta Road","hospital","12.8822813","77.5957945","Dsp Tower, No 40, 1st Floor Above Icici Bank Ltd"
"Varalakshmi Hospital","hospital","12.924624","77.6170966","No. 38/2, 2nd Main Road, Madiwala New Extension"
"Kala Hospital","hospital","13.0223669","77.5587304","1105, 5Th Cross,Kn Extension, Yeshwanthpur"
"Shekhar Hospital, Jayanagar","hospital","12.917589","77.5948906","#942, 28Th Main, 9Th Block,Jayanagar"
"Rajalakshmi Hospital","hospital","13.0842019","77.5308891","#21/1, Lakshmipura Main Road,Vidyaranyapura,Opposite Lakshmipura Lake"
"Vasan Eye Care Hospital, Sarakki","hospital","12.9103393","77.5732398","Plot No.2(A-2) A Type Bbmp No.57-64-2, Shivana Arcade"
"Lions Airport City Hospital","hospital","12.9551501","77.7051643","#103, Munnekolal, Verthur Road, Marthahalli Post"
"Mahanth Hospital","hospital","12.9079615","77.6235715","No-8, 1st Cross Ngr Layout Roopera Agrahara"
"Sunayana Eye Hospital","hospital","12.9255233","77.5937748","No.1156, 26th Main, 4th `T` Block, Jayanagar (Opposite 4th `T` BlockBus Depot)"
"Lakshmi Hospital, Ganganagar","hospital","13.024837","77.592089","402, 2nd Cross Judges Colony Ganganagar"
"Lokhande S Hospital","hospital","13.0186045","77.6479433","No. 3Ac 902, 3Road A Cross, 1st Block,9Th A Main, Kalyannagar"
"Dr. T.V.Ramesh Piles Hospital","hospital","13.0250141","77.5856289","1st Main Road, 7th Cross, Ganganagar"
"Dr Kamini Rao Hospital(A Unit Of Bacc Health Care Pvt Ltd)","hospital","12.9163994","77.5847384","909, 47Th Cross, 9Thmain, 5Th Block, Opposite Adarshapalace Apts And Near Raghavendra Matha, Jayanagar"
"HCG","hospital","12.9605309","77.592659","No 44-45/2, 2nd Cross, Raja Rammohan Roy Extension, Opposite Double Road"
"Dr Ambedkar Medical College Hospital","hospital","13.0218188","77.613084","Kadugondanahalli"
"Supriya Hospital, Bengaluru Urban","hospital","12.9929043","77.5588015","15/1 Iyappaswamy Templestraight Road"
"Manju Sree Hospital","hospital","13.0212406","77.6070739","91, Kavalbhyrasandra Dr Amc Road, Rt Nagar Post R T Nagar"
"Raj Mahal Vilas Hospital","hospital","13.0322819","77.5770459","No.138, Aec Layout, Sanjay Nagar"
"Devi Eye Hospital","hospital","12.9412109","77.6238987","#434, 18Th Main 80 Ft Road, 6Th Block, Opp Koramangala Bus Depot"
"Essential Hospital","hospital","12.974865","77.5096312","42, 7Th Block,Ii Stage,Nagarabhavi Ring Road,Near Bhojana Shale Hotel"
"Shree Vijayalakshmi Hospital and Trauma Centre","hospital","13.0373572","77.6409059","#3/666, Hennur Bande,Hennur Main Road, Kalayan Nagar Post,International Link Road"
"Kalasa Maternity Home","hospital","12.9548208","77.5672585","127/1, Bull Temple Road"
"Sidvin Hospital Pvt Ltd","hospital","12.982442","77.5493681","1031, 20Th Main Road, 5Th Block, Rajajinagar"
"Abhilash Hospital And Sara Rehabilitation Centre","hospital","12.9246384","77.5509238","#271, 5Th Block, 100 Feet Road, 3Road Phase, Banashankari"
"HCG, Koramangala","hospital","12.9343279","77.6228848","# 88, 17th, A Main, 2nd Cross, 5th Block, Koramangala"
"Ganesh Nursing Home, Bengaluru Urban","hospital","12.8957636","77.6330289","No.4, Achaiah Chetty Layout, Mekri Circle"
"Kavya Hospital","hospital","12.8987442","77.6263127","No 4/158, Hongasandra Begur Main Road Bdgur Main Road"
"Sg Hospital","hospital","12.9275311","77.5457901","30, 2nd Cross Anjaneya Nagar, 3Road Stage Banashankari"
"Place Guttahalli Maternity Home","hospital","12.9988238","77.5819892","Near Nti Qtrs, Jataka Stand, P.G.Halli, East"
"Phoenix Hospital, Bengaluru Urban","hospital","12.9608027","77.5911717","26, 1st Main, 2nd Cross, Ckc Garden Off Mission Road"
"Shreya Hospital, Bengaluru Rural","hospital","12.9215104","77.4832503","No 73, 3Road Main Road, Kengeri Satellite Town, Kengeri"
"Vasan Eye Care Hospital, Banaswadi","hospital","13.0241341","77.6335546","#205-4c, 4th Cross, 3 Road Block"
"Sri Annapoorneshwari Hospital","hospital","12.9255704","77.4857756","80 Ft. Road"
"Vasan Eye Care Hospital, R.T.Nagar","hospital","13.0251833","77.5920609","No.533, 108 Bus Stop, Ganganagar"
"Kims Hospital and Research Centre","hospital","12.9563016","77.5747874","K. R. Road, V. V. Puram"
"Karthik Hospital, Bengaluru Urban","hospital","12.9489406","77.5949925","56, 8Th Cross, Wilson Garden"
"Bangalore Kidney Stones Hospital","hospital","12.9670215","77.5892667","10, Vokkaligara Bhavana, Hudson Circle"
"Sree Lakshmi Hospital","hospital","12.9825937","77.6814736","21st Cross Kaggadasapura Main Road C V Raman Nagar"
"Abhaya Eye Hospital, Super Speciality Eye Care Centre","hospital","12.9271131","77.5471291","# 77, 100 Ft.Ring Road, B.S.K.3rd Stage, 5th Block"
"Mediscope Hospital Private Limited","hospital","12.9994472","77.6162584","Pillana Garden"
"Medi Derma Hospital","hospital","13.0555559","77.6517145","85 Byrathi, Hennur Main Road,Near Kothnur Police Station"
"Mathru Hospital - Bangalore","hospital","12.9110975","77.4806057","No-304, Kuvempu Street, Bazar Street , Kenegeri"
"Manjushree Speciality Hospital","hospital","12.9825845","77.6124926","22/70, St. John`S Road, (Opposite R B A N M S Ground)"
"Namratha Nursing And Maternity Home","hospital","13.0045747","77.5432728","158, 6Th Main Road 4Th Stage, Ii Phase West Of Chord Road"
"The Pulse Multi Speciality Hospital","hospital","12.9424801","77.5473283","5/81, 50 Feet Road, 20Th Main Road, Muneshwara Block, Girinagar"
"Popular Hospital","hospital","12.9514854","77.5703564","No. 16, 3Road Cross, Shankarpuram"
"Gavipuramguttahalli Maternity Home","hospital","12.9526505","77.5548633","Kempegoudanagara, Near Police Station, South"
"Ayurseva Hospital","hospital","13.0139247","77.6640775","No. 16, Hoysala Nagar, Maruti Complex, Ramamurthy Nagar Extension"
"Spine Care And Ortho Care Hospital","hospital","12.9745134","77.5493883","No-170, 12th, Ist Main, Near Anjaneya Temple, Opposite Karnatakaa Bank"
"Vijayashree Hospitals","hospital","12.8579673","77.5892687","#3, Gottigere, Bannerghatta Main Road,Near Gottigere Bus Stand"
"Tanmay Hospital","hospital","12.9733764","77.5474034","66 B/7, Pipe Line Road, Vijayanagara"
"Aayug Multi Speciality Hospital","hospital","12.9651587","77.7150508","#477, I Main 'B' Block, Aecs Layout,,Kundalahalli"
"MGA Hospital","hospital","12.9568547","77.7002262","96,Varthur Main Road, Marathahalli"
"Blossom Hospital","hospital","12.8705439","77.6595353","Bommanahalli, Hosur Road"
"Bhagavathi Multi Speciality Hospital","hospital","12.9160636","77.6308219","L 168, Sector - 6, Ring Road, Hsr Layout"
"Sri Sai Ram Hospital - Bangalore","hospital","12.9144587","77.6003156","# 33, Bannerghatta Road (Service Road), B.T.M.Layout B.T.M. Layout 2nd Stage"
"Susheel Hospital","hospital","12.9645006","77.5427189","No. 1869, 5Th Main, 13Th Cross, R.P.C. Lay Out, Vijayanagar"
"Dhanush Hospital","hospital","12.9654318","77.52312","#63, 2nd Main, Byraveshwara Nagar,2nd Main , Nagarbhavi Main Road"
"Sadhana Eye Hospital, Bengaluru Urban","hospital","12.970023","77.6307987","No. 114, 5Th Cross, Sai Baba Temple Road, Cambridge Layout, Ulsoor"
"Av Hospital","hospital","12.938853","77.5786096","9, Patalamma Temple Street, Basavanagudi"
"Balaji Hospital, K.H. Ranganath Colony","hospital","12.9632506","77.5602901","No. 40/1, J.J.R. Nagar Main Road, K.H. Ranganath Colony, Behind Sadarshini Hotel"
"Banasawadi Hospital","hospital","13.0205082","77.6509675","904, 1st Block, Hrbr Layout (Near Overhead Water Tank, Outer Ring Road) Bansawadi"
"Bangalore Eye Hospital And Retina Centre","hospital","13.0221036","77.6387729","#4 Ac-426,4Thcross,2nd Block, Oop.Kalyana Nagar,Telephone Exchange"
"Belaku Eye Hospital","hospital","12.9110766","77.4800451","#709, 1st Cross, Ring Road, Kengeri Upanagar,Behind Vijaya Bank"
"Bhavatprabhu Hospitals Pvt Limited","hospital","12.9670615","77.5903161","No.2 , 8Th A Main,S.R.Nagar,Near Corporation Offices"
"Nikad Ortho Centre","hospital","12.975802","77.6184806","No.1 Haudin Road, Off Ulsoor Road"
"Raksha Multispeciality Hospital","hospital","13.0195733","77.5419559","# 141/142, 1st Main, Krishnandanagar, Khb Colony"
"Cambridge Hospital","hospital","13.0195955","77.5419813","18/17,Cambridge Road,Ulsoor"
"Prasad Hospital, Bengaluru Urban","hospital","13.0983472","77.5773677","2069/2074, 16Th B Cross, (Near Mother Dairy Cross), Yelahanka New Town"
"Saranalaya Hospital","hospital","13.1215236","77.6126106","Near Bagalur Cross Signal,International Airport Main Road,Yelahanka"
"Azad Nagar Maternity Home","hospital","12.9559644","77.5485635","Kasturabanagar, Mysore Road , South"
"Gunasheela Surgical and Maternity Hospital","hospital","12.9403012","77.5764705","1,Dewan N, Madhava Rao Road, Basavanagudi"
"Excel Care Hospital","hospital","12.9207314","77.5736019","#3/2, 27Th Cross, Banashankari 2nd Stage,Near Brigade Software Park"
"Vasan Eye Care Hospital, Jayanagar","hospital","12.9292015","77.5819811","No 28&29, 7Th Main Diagnal Road, Jayanagar 4Th Blook"
"Hi Tech Kidney Stone Hospital","hospital","12.9271389","77.579028","#240, 32nd Cross, 7 Th Block"
"Dr. Vidyananda's Surgery and Dia Centre","hospital","12.9242515","77.573217","2269, 22nd Cross K R Road, K.R.Road"
"Srushti Hospital, Bengaluru Rural","hospital","12.8981572","77.6207364","124, Kanakapura Main Road, Jayanagara 7Th Block, Bangalore"
"Parimala Speciality Hospital","hospital","12.9004567","77.6005474","12/13, Bilekahalli, Bannerghatta Road"
"Banashankari Hospital","hospital","12.8443653","77.583809","Weavers Colony Main Road, Bannerghatta Road"
"R K Hospital, Bengaluru Urban","hospital","13.0138123","77.6354731","No. 31, Kammanahalli Main Road Near Venkateswara Ent"
"Prasad Eye Hospital, Bengaluru Urban","hospital","12.9356703","77.6079905","#11, Krishna Nagar Industrial Layout, D.R.C.Post,Near Christ College,Hosur"
"Unity Lifline Hospital Pvt Ltd","hospital","12.9819768","77.5108275","No 193, So Feet Road, 2nd Block 2nd Stage"
"J.P.Nursing Home","hospital","13.0098352","77.5384723","#4,Sfhs,Next To Nandini Layout"
"North Side Health Centre","hospital","13.0267995","77.5870813","Cbi Road, (10Th Cross) Between 2 nd & 3 nd Main Ganganagar"
"Amrutha Hospital","hospital","13.0657486","77.5992653","No. 1, Near Water Tank Jakkur Main Road Amruthahalli"
"Unity Hospital, Bengaluru Urban","hospital","12.910823","77.5207892","No.886, Beml Layout,Near Police Station Main Road,Rajarajeshwari Nagar"
"Dr Chaitanyas Dental Care & Implant Centre","hospital","12.9675989","77.6565533","Ist Floor, Lic Colony Main Road, Jeevan Bhima Nagar"
"Kareem E.N.T and Multispeciality Centre","hospital","12.9188948","77.6058905","No.53, 3Road Main Road, Opposite To Maruti Layout, B.T.M Layout 1st Stage"
"HK Hospital","hospital","12.9085981","77.4784157","106/2&135 - Mysore Road Kengeri"
"Chinmaya Narayana Super Specialty Centre","hospital","12.9777106","77.6459773","C.M.H.Road, Indiranagar, 2nd Stage"
"Jyothi The Lasik Vision Centre","hospital","12.9496114","77.5790786","37, M.N. Krishna Rao Road, Opp Lalbagh West Gate"
"S.S.G. Hospital","hospital","12.9868695","77.4794832","116/2, Herohalli, Anjananagar, Opposite Petrol Bunk"
"Bengaluru West Lions Hospital","hospital","12.9563042","77.5830996","J.C.Road"
"Vijayanagar Hospital","hospital","12.9716291","77.5371969","17th Cross, Near Main Bus Stand, MC Road, Vijayanagar"
"Abhinava Eye Hospital","hospital","12.9550181","77.5683897","No. 36, Vagdevi, Shankara Park, Opposite Jnanodaya School"
"North Star Maternity and Nursing Home","hospital","12.9067079","77.5849275","No. 4, Sarakki Industrial Estate, 3Road Phase, J.P.Nagar, Bannerghatta Road"
"Punarjyoti Eye Hospital, Bengaluru Urban","hospital","12.9685305","77.5843965","No 37, Next To Ganesha Temple Near Cubbonpet Market Near Cubbonpet Market"
"Sundar Hospital","hospital","13.0080166","77.6221479","1 & 2, Hennur Road Cross, Lingarajpuram,Below Railway Flyover"
"Sri Ramakrishna Hospital, Bengaluru Urban","hospital","13.0121705","77.6961802","Opposite Syndicate Bank, Old Madras Road, Krihnarjapuram"
"Sri Venkateshwara Eye Hospital","hospital","13.0423919","77.5136653","No. 15, Drls Plaza, 1st Floor, Nh-4, Above Andhra Bank, T. Dasarahalli"
"V Care Hospital","hospital","13.015884","77.5973475","No 29, 9Th Cross Adi Kabir Ashram Road,H.D Devegowda Road"
"A.M. Hospital","hospital","12.9601022","77.5315556","No.20/1, 2nd Cross, Widia Layout, Chandra Layout Main Road,Vijayanagar"
"Divya Drishti Eye Hospital, Vijayanagar","hospital","12.9586907","77.5352668","#966/ 22, Service Road, RPC Layout, Vijayanagar, Opposite Syndicate Bank"
"Shridevi Hospital, Bengaluru Urban","hospital","12.9617045","77.5217172","No-14, Maruthi Nagar, Nagarabhavi Main Road"
"Srinivasa Eye Hospital","hospital","13.0147224","77.6515616","No.60, Near Banaswadi Bus Stop, Banaswadi Main Road"
"Spandana Hospital And Medical Centre","hospital","13.0112166","77.6743939","Ramamurthynagar"
"Sreeniwasa Hospital","hospital","12.9732706","77.5725357","No. 12, Park Road, Bale Peth"
"Ashraya Medinova Pvt Ltd","hospital","12.988865","77.5078006","Magadi Main Road, Sunkadakatte"
"Magadi Road Maternity Home","hospital","12.9741253","77.561823","2nd Cross, Magadi Road"
"Pristine Hospital","hospital","12.9980009","77.5432779","No.877, Modi Hospital Road, West of Chord Road, II Stage Extension"
"Dr Zamindar's Micro Surgical Eye Centre","hospital","13.0021978","77.6329015","7Th B Cross, 1st Floor Banaswadi Road Jai Bharath Nagar"
"K.T.G. Hospital","hospital","13.0004769","77.5054027","Ktg Educational Campus, Sy No. 93, Srigandadakaval, Sunkadakatte Road, Vishwaneedam Post"
"Vasan Eye Care Hospital","hospital","12.8980516","77.6339279","Sri Murthy Complex, No.43, Garvey Bhav Palya Hongasandra Village Begur, Hosur Main Road Bommanahalli, Hobli"
"Health Cottage Hospital","hospital","12.9709143","77.6321116","#289.1 Cross, Cambridge Layout, Halasuru, Near Sai Baba Temple"
"Samastha Hospitals Pvt Ltd","hospital","12.89708","77.5473364","No.4, Sagar Complex,Gopalakrishna Layout,Vasanthapura Main Road,Subramanyapura Post,Uttarahalli Hobli"
"Poornima Hospital","hospital","13.0263344","77.595128","#200/A, Hmt Layout, Karthik Complex, Dinnur Main Road, R.T. Nagar"
"Dr.Zamindar Microsurgical Eye Centre","hospital","13.0178594","77.6547577","No.1013, 1st Block, 3 Road Cross, Hrbr Layout, Kalyan Nagar"
"Good Shepherd Hospital","hospital","13.0328036","77.633289","#1,9 Cross 9 Main Hennur Cross, Kalyan Nagar Post"
"Dr.Agarwal Eye Hospital, Frazer Town, Bangalore","hospital","12.9960196","77.6128413","No.33, Coles Road,Frazer Town"
"Mamta Hospital, Bengaluru Rural","hospital","13.0377564","77.5744454","12, D Rajgopal Road, Next To Food World, Nagashettyhalli, Sanjaynagar"
"S. J. Hospital","hospital","13.0360827","77.575065","No.2, Ngef Layout, Sanjaynagar Main Road"
"Republic Hospital","hospital","12.964162","77.5982255","No. 5, Langford Gardens, Near Richmond Circle"
"R.R. Hospital and Trauma Centre","hospital","12.9074269","77.5716318","11/2 8Th Cross, Gangadhar Nagar 100 Ring Road, J.P Nagar Post"
"Suresh Hospital, Bengaluru Urban","hospital","13.0080397","77.6971089","37/, 1st Cross, Devasandra Main Road, K.R.Puram"
"Sri Ram Netralaya and Surgical Centre","hospital","13.0088071","77.6948659","2 1st Floor, Kr Purav"
"Patil Hospital, Bengaluru Urban","hospital","13.0090854","77.6969567","No. 42-B1, Below Synicate Bank, Sri Thimmappa Complex, Old Madras Road, Krishnarajapuram"
"Sri Sai Eye Hospital","hospital","13.011968","77.6659168","#311, 4B Cross, R.M. Nagar Main Road, Kasthuri Nagar"
"Sri Ram Speciality Hospital","hospital","12.9543777","77.6209764","No.162, 4Th Main, Opposite Post Office, Viveknagar, 20Yds, Viveknagar Bus Stand"
"Zion Hospital And Research Centre Pvt.Ltd.","hospital","13.0149675","77.6354957","No.1, 1 Cross Rananurthy Road"
"Jai Maruthi Hospital","hospital","13.0068811","77.5055636","208, 210, Hegganahalli Main Road, Near Peenya 2nd Stage, Hegganahalli"
"Institute Of Nephro Urology hospital","hospital","12.9619528","77.5728562","Victoria Hospital Campus"
"Well Spring hospital","hospital","12.9425676","77.6224349","Koramangala"
"Aaroyha Mandir Hospital","hospital","13.0105038","77.5502452","Bengaluru Urban"
"Punya Hospital, Bengaluru Urban","hospital","12.9862161","77.5374853","# 52 /10 80 Ft Road, Khb Colony Basaveshwaranagar"
"Vijaya Hospital, Bengaluru Urban","hospital","12.9418827","77.48376","4,Kirloskar Colony, Basaveshwaranagar"
"Sandhyashree Hospital","hospital","12.9761802","77.5261763","No. 8, 60Ft. Road, Pattegara Palya, Vijayanagar"
"Dr. Sailaja's Super Speciality Eye Hospital","hospital","13.0276736","77.6614188","No.21,22,1st Floor,Horamavu Main Road"
"Hillside Hospital","hospital","12.9162753","77.5589544","No. 113, 4Th Cross, R. K. Layout, Padmanabhanagar"
"Pd Hinduja Sindhi Hospital","hospital","12.9646359","77.5926509","Sindhi Hospital Road Sampangiramnagar S R Nagar"
"Sri Ranga Arogyadhama","hospital","12.9986239","77.542782","1078 11Th Main 9Th Cross Above Punjab National Bank Mahalakshmipura"
"Brinda Hospital","hospital","12.978053","77.5115959","No.4, 5Th Block,2nd Stage Nagarabhavi"
"Sankalpa Hospital","hospital","12.95119","77.4918039","34/1, Ta.Ra.Su. Circla Yadavagiri"
"Deepashri Hospital","hospital","12.9705902","77.5108503","No. 86, 2nd Main,16Th D Cross,Malagala,Inner Ring Road,Underpass, Nagarabhavi 2nd Stag"
"Rotary Eye Hospital (A Unit Of Bangalore North Rotary Trust)","hospital","12.9817233","77.5549364","10Th, A Main, 68Th Cross, 5Th Block, Rajajinagar Near Bhasyam Circle"
"Acharya Tulsi Jain Hospital","hospital","13.0218344","77.5567093","No. 22/21, 6Th Cross, K N Extn, Yeshwanth Pur"
"Get Well Hospital","hospital","12.9526616","77.61503","#20, 7Th Cross Rosegarden, Neelasandra"
"Premier Hospital","hospital","13.0241863","77.5960574","No.2, Ex-Servicemen Colony, 5Th Cross, Dinnur Main Road, R.T.Nagar"
"Gurukripa Hospital and Health Care Centre","hospital","13.0001802","77.5461146","No - 30,1st Cross, Opp Geleyara Balaga Bus Stop,Mahalakshmipuram,Banglore"
"Avian Medicare and Research Centre","hospital","13.0269276","77.6227882","Lmc 1210 &1211 ,1st Main, 1st Stage, 3Road Block Hbr Layout"
"Vinayaka Health Care and Maternity Home","hospital","12.8919999","77.6257829","13/29,Prathik Complexhongaasandra, Begur Road"
"Little Flower Hospital","hospital","13.0113204","77.6771966","No. 101, Tc Palya Road,Raghavendra Nagar,Ram Murthy Nagar Extension"
"Venkateswara Hospital, Bengaluru Urban","hospital","12.9543465","77.5755649","506, Aswathankatte Road V V Puram"
"Sai Baba Hospital","hospital","13.0093599","77.5222108","No.12, Laggere Main Road, Laggere, Bengaluru"
"Metro Hospital, Bengaluru Rural","hospital","12.8914666","77.5612113","No. 21/3 Vasanthpur Main Road Konanakunte Cross"
"Madhu Hospital, Bengaluru Urban","hospital","12.9783164","77.5429603","58, M. Muniyappa Complex Magadi Main Road, Agrahara Dasarahalli,"
"Al- Habeeb Hospital","hospital","13.0236062","77.6196139","5, Arabic College Main Road, Banglore"
"Santhigiri Ayurveda and Siddha Hospital, Bengaluru Urban","hospital","12.9439008","77.6065864","No.2/2, ARS Mansion, New Mico Factory Road, Opposite GovernmentHigh School, Adugodi"
"Padmashree Diagnostics","hospital","12.9745983","77.5436792",""
"Venus MultiSpeciality Hospital","hospital","12.9721779","77.6807872",""
"Roopena Agrahara Government Hospital","hospital","12.9102142","77.6244654","3rd Main Rd, NGR Layout, Roopena Agrahara, Bommanahalli"
"Government Hospital, Gunjur","hospital","12.922327","77.736038","Gunjur"
"Thippenalli Government Hospital","hospital","13.031132","77.483923","Thippenahalli"
"Laggere Government Hospital","hospital","13.009817","77.5231852","Peenya Post, Muneshwara Badavane"
"Seegehalli Government Hospital","hospital","13.0164321","77.7169887","Seegehalli, Virgonagara Post"
"Ullalu Government Hospital","hospital","12.9629127","77.4751834","Sir M Vishweshwaraiah Layout 6th Block, Ullal Uppanagar"
"K.C. General Hospital","hospital","12.993382","77.5694167","K.C. General Hospital, Srirampura"
"NELAMAHESHWARI Government Hospital","hospital","13.049152","77.510442","Nelamaheshwarinagar T DASARAHALLI"
"Sai Hospital","hospital","13.0701337","77.6329103","Sri Balaji Krupa Layout"
"Sree Ranga Hospital","hospital","12.9358669","77.4927128","Mutharayana Nagar, Gnana Bharathi, Bengaluru"
"Cure Hospital","hospital","13.0324318","77.6085263","48/1, KHB Colony Main Rd, Sultanpalya, Hebbal, Bengaluru"
"Yashas Neurocare","hospital","12.9853993","77.5454024",""
"Focus Diagnostic Center","hospital","12.9870634","77.549951",""
"Vittal Eye HOspital","hospital","12.931298","77.5412566",""
"naveen clinc","hospital","13.0413777","77.5050224",""
"Chamundi Hi Tech Hospital","hospital","12.9240924","77.6177848","Bengaluru, 560068"
"Little Flower Hospital","hospital","12.9807257","77.6823734","Nagappareddy Layout, Kaggadasapura, Bengaluru"
"NMPC Hospital","hospital","13.006205","77.7004289","Ayyappa Nagar, Krishnarajapura, Bengaluru"
"R R Hospital","hospital","13.0082031","77.697197","Devasandra Main Road, Krishnarajapura, Bengaluru"
"Jeevan Hospital","hospital","12.9901305","77.6713322","Udayanagar Extension, Mahadevapura, Bengaluru"
"Vicky Family Life","hospital","13.0031618","77.7059531","Ayyappa Nagar, Krishnarajapura, Bengaluru"
"Vedam Ayurveda Multi Speciality Hospital","hospital","12.9946786","77.6709989","Udaya Nagar, Mahadevapura, Bengaluru"
"Stroke Treatment Paralysis","hospital","13.0239995","77.6585299","Horamavu, Near Banaswadi, Bengaluru"
"Geriatric Hospitals","hospital","13.0283977","77.6599575","Banaswadi, Bengaluru"
"Health Plus Multi Speciality Hospital","hospital","13.0219523","77.6994046","Sunshine Layout, Krishnarajapura, Bengaluru"
"Pragathi Piles Hospital","hospital","12.9966313","77.671863","Udaya Nagar, Bengaluru"
"Mahaveer Hospitals","hospital","12.9895049","77.6741439","Udaya Nagar, Mahadevapura, Bengaluru"
"Eshawar HospItal","hospital","13.033219","77.6747693","Punyabhoomi Layout, Kalkere, Bengaluru"
"Medihope Super Specialty Hospital","hospital","12.973637","77.675186","Malleshpalya, New Tippasandra, Bengaluru"
"Cure N Care Hospital","hospital","12.989869","77.676589","Udaya Nagar, Mahadevapura, Bengaluru"
"Sad Bydya Shala Ayurvedic Hospital","hospital","13.0106539","77.6969464","V B Layout, Krishnarajapura, Bengaluru"
"Sri Lakshmi Super Speciality Hospital","hospital","13.011115","77.697361","Krishnarajapura, Bengaluru"
"Kids Health Link","hospital","13.0031938","77.7128759","Surya Layout, Ayyappa Nagar, Krishnarajapura, Bengaluru"
"Prakruti Hospital","hospital","12.991561","77.6757833","Udaya Nagar, Bengaluru"
"Amrutha Healthcare","hospital","13.0042616","77.7114153","Ayyappa Nagar, Krishnarajapura, Bengaluru"
"Kamadhenu Hospital","hospital","12.975501","77.534972","Govindarajanagar, Bengaluru"
"Dr. Rajesh Hospitals Eye and Dental","hospital","12.9688989","77.6422131","Indiranagar, Bengaluru"
"OJUS Multi Speciality Hospital","hospital","12.957269","77.653945","Kaveri Nagar, Murgesh Pallya, Bengaluru"
"Benaka Hospital","hospital","12.9835824","77.5289448","Govindaraja Nagar Ward, Priyadarshini Layout, Kamakshipalya, Bengaluru"
"Goverment Hospital, Hosahalli","hospital","12.9744928","77.5342045","Stage 2, Vijayanagar, Bengaluru"
"Jhon's Medical Hospital","hospital","12.9635299","77.6662889","Jyothi Nagar, Bengaluru"
"Vijaya Hospital","hospital","12.96767","77.5226459","Govindaraja Nagar Ward, Kalyan Nagar, Vijayanagar, Bengaluru"
"Government Hospital","hospital","12.9780731","77.5251934","Govindaraja Nagar Ward, Pattegarhpalya, Vijayanagar, Bengaluru"
"Sriprasad Ayurveda","hospital","12.9734087","77.5462808","Hoshalli Extension, Vijayanagar, Bengaluru"
"Vidya Eye Hospital","hospital","12.9707429","77.5377684","Near Vijayanagar Police Station, Vijaya Nagar, Bengaluru"
"Sai Baba Hospital","hospital","12.9698194","77.6317472","Someshvarapura Layout, Jogupalya, Bengaluru"
"Shree Sai Speciality Hospital","hospital","12.9555948","77.6418006","Amarjyoti Layout, Domlur, Bengaluru"
"Shree Dhanvantari Ayurveda Hospital","hospital","12.9615606","77.5222312","Maruthi Nagar, Attiguppe, Bengaluru"
"Srinivasam Cancer Care Multi Speciality Hospital","hospital","12.961509","77.523151","Netravati Road, Maruthi Nagar, Bengaluru"
"Magdum Hospital","hospital","12.9589495","77.6603768","Near Rajeshwari Theatre, Murgesh Pallya, Bengaluru"
"Athoz Hospitals","hospital","12.9673428","77.6424996","Indiranagar, Bengaluru"
"G.R. Hospital","hospital","12.9802303","77.5548818","Rajajinagar, Bengaluru"
"Sneha Horizon Hospital","hospital","12.9754301","77.5358001","Nagarabhavi Main Road, Govindaraja Nagar Ward, Vijayanagar, Bengaluru"
"Jagjeevanram Hospital","hospital","12.968292","77.524492","Nagarabavi Main Road, Mudalapalya, Vijayanagar, Bengaluru"
"Kangroo Hospital","hospital","12.974339","77.542325","CHBS Layout, Vijayanagar, Bengaluru"
"Abhinav Hospital","hospital","12.9757486","77.553782","Rajajinagar, Bengaluru"
"Suhusannidhi Hospital","hospital","12.969102","77.534951","Govindaraja Nagar Ward, PF Layout, Vijayanagar, Bengaluru"
"Abivrud Cancer Care & Research Centre","hospital","12.963967","77.4973049","Vishweshwaraiah Layout, Annapurneshwari Nagar, Bengaluru"
"Panchsheela Nagar Hospital","hospital","12.9745497","77.5208943","Govindaraja Nagar Ward, Panchasheel Nagar, Vijayanagar, Bengaluru"
"ESIC Hospital","hospital","12.9693009","77.6317545","Someshvarapura Layout, Jogupalya, Bengaluru"
"Sai Ortho and Dental Centre","hospital","12.9698191","77.5360801","CHBS Layout, MC Layout, Vijayanagar, Bengaluru"
"Ammashrees Hospital","hospital","12.9794315","77.5441641","Agrahara Dasarahalli, Rajajinagar, Bengaluru"
"Lohitha Hospital","hospital","12.963951","77.64308","Kodihalli, Bengaluru"
"Government Hospital","hospital","12.9639829","77.5188899","Govindrajanagar, Anubhav Nagar, Mudalapalya, Vijayanagar, Bengaluru"
"Revathi Hospital","hospital","12.9679971","77.5015759","Radhakrishna Main Road, Mines &,Geology Layout, Mallathahalli, Bengaluru"
"Shanthakumari Hospital","hospital","12.9637162","77.5188263","Govindaraja Nagar Ward, Garden Villas, Vijayanagar, Bengaluru"
